Authors,Title,Year
"Y Chen, L Li, T Chen, L Li, L Wang, ...",Program regularization in memory consistency verification,2012
J Sevcik,Program transformations in weak memory models,2009
AD Gordon,Programming Languages and Systems,2010
S Ryu,"Programming Languages and Systems: 16th Asian Symposium, APLAS 2018, Wellington, New Zealand, December 2–6, 2018, Proceedings",2018
"M Felleisen, P Gardner","Programming Languages and Systems: 22nd European Symposium on Programming, ESOP 2013, Held as Part of the European Joint Conferences on …",2013
"K Gharachorloo, SV Adve, A Gupta, ...",Programming for different memory consistency models,1992
P de Kahn Synchrone,Project-Team PARKAS,
"A Podkopaev, O Lahav, V Vafeiadis",Promising Compilation to ARMv8 POP,
"A Podkopaev, O Lahav, ...",Promising compilation to ARMv8 POP,2017
"C Pulte, J Pichon-Pharabod, J Kang, SH Lee, ...",Promising-ARM/RISC-V: a simpler and faster operational concurrency model,2019
"J Stoy, X Shen",Proofs of correctness of cache-coherence protocols,2001
"S Joshi, D Kroening",Property-driven fence insertion using reorder bounded model checking,2015
"E Kamburjan, R Hähnle",Prototyping formal system models with active objects,2018
"A Bieniusa, P Thiemann",Proving isolation properties for software transactional memory,2011
"G Li, G Gopalakrishnan, RM Kirby, D Quinlan",Pug: A symbolic verifier of gpu programs,
"G Gopalakrishnan, Y Yang, H Sivaraj",QB or not QB: An efficient execution verification tool for memory orderings,2004
R Singh,Quantitative Synthesis for Concurrent Programs⋆,
TA Henzinger,Quantitative reactive modeling and verification,2013
"R Jagadeesan, G Petri, C Pitcher, J Riely",Quarantining Weakness,
"R Jagadeesan, G Petri, C Pitcher, J Riely",Quarantining weakness,2013
"P Metzler, H Saissi, P Bokor, ...",Quick verification of concurrent programs by iteratively relaxed scheduling,2017
"JDJNT Bergan, LCD Grossman",RCDC: A Relaxed Consistency Deterministic Computer,2011
"J Devietti, J Nelson, T Bergan, L Ceze, ...",RCDC: a relaxed consistency deterministic computer,2011
A Muzahid,RESEARCH STATEMENT: MAKING PARALLEL PROGRAMMING EASIER,2011
V Vafeiadis,RGSep action inference,2010
"YAMD Lustig, MMM Pellauer",RTLCheck: Verifying the Memory Consistency of RTL Designs,2017
"YA Manerkar, D Lustig, M Martonosi, ...",RTLCheck: Verifying the memory consistency of RTL designs,2017
P Panangaden,Radhakrishnan Jagadeesan,1987
"R Meyer, S Wolff",Reasoning About Weak Semantics via Strong Semantics,2018
"M He, V Vafeiadis, S Qin, JF Ferreira",Reasoning about Fences and Relaxed Atomics (Technical Report),
W Mansky,Reasoning about Memory for Program Correctness Research Statement,
"A Bouajjani, C Enea, SO Mutluergil, ...",Reasoning about TSO programs using reduction and abstraction,2018
"M He, V Vafeiadis, S Qin, ...",Reasoning about fences and relaxed atomics,2016
S Owens,Reasoning about the implementation of concurrency abstractions on x86-TSO,2010
"B Dongol, J Derrick, G Smith",Reasoning algebraically about refinement on TSO architectures,2014
FZ Nardelli,Reasoning between Programming Languages and Architectures,2014
N Honarmand,Record and deterministic replay of parallel programs on multiprocessors,2015
"JB Lee, CS Jhon",Reducing coherence overhead of barrier synchronization in software DSMs,1998
"MF Spear, MM Michael, ML Scott, ...",Reducing memory ordering overheads in software transactional memory,2009
"M Lobosco, O Loques, CL de Amorim",Reducing memory sharing overheads in distributed JVMs,2005
"S Ha, C Jhon",Reducing multithreaded frame cache miss ratio by prefetching and working frame set scheduling,1996
"A Armstrong, B Dongol, S Doherty",Reducing opacity to linearizability: a sound and complete method,2016
"J Nilsson, F Dahlgren",Reducing ownership overhead for Load-Store sequences in cache-coherent multiprocessors,2000
"T Abe, T Ugawa, T Maeda, K Matsumoto",Reducing state explosion for software model checking with relaxed memory consistency models,2016
MD Hill,Reflections and Research Advice Upon Receiving the 2019 Eckert-Mauchly Award,2019
"T Suzanne, A Miné",Relational thread-modular abstract interpretation under relaxed memory models,2018
"N Honarmand, J Torrellas",RelaxReplay: record and replay for relaxed-consistency multiprocessors,2014
"AE Condon, D Mark",Relaxed Memory Models,
V HAVEL,Relaxed Memory Models in DiVinE,2012
RN Zucker,Relaxed consistency and synchronization in parallel processors,1992
"FZ Nardelli, P Sewell, J Sevcik, S Sarkar, ...",Relaxed memory models must be rigorous,2009
"G Boudol, G Petri",Relaxed memory models: an operational approach,2009
GBG Petri,Relaxed memory models: an operational approach,2009
"G Boudol, G Petri, B Serpette",Relaxed operational semantics of concurrent programming languages,2012
"V Vafeiadis, C Narayan",Relaxed separation logic: A program logic for C11 concurrency,2013
"J Ŝevčik, V Vafeiadis, F Zappa Nardelli, ...",Relaxed-memory concurrency and verified compilation,2011
"V Vafeiadis, C Jones",Rely/Guarantee-thinking and Separation Logic,2011
"T Abe, T Ugawa, T Maeda",Reordering control approaches to state explosion in model checking with memory consistency models,2017
"C Watt, C Pulte, A Podkopaev, G Barbier, ...",Repairing and mechanising the JavaScript relaxed memory model,2020
"O Lahav, V Vafeiadis, J Kang, CK Hur, ...",Repairing sequential consistency in C/C++ 11,2017
TP Ngo,Replacing Store Buffers by Load Buffers in TSO,2018
"PA Abdulla, MF Atig, A Bouajjani, TP Ngo",Replacing store buffers by load buffers in TSO,2018
"LP Miret, FDM Escoí",Replica divergence in data-centric consistency models,2016
"S Burckhardt, A Gotsman, H Yang, M Zawirski","Replicated data types: specification, verification, optimality",2014
V Sawant,Report-3: Programmer-Centric Memory Consistency Models,
"C Pereira, H Patil, B Calder",Reproducible simulation of multi-threaded workloads for architecture design exploration,2008
"S Flur, S Sarkar, C Pulte, K Nienhuis, L Maranget, ...","Research data supporting “Mixed-size Concurrency: ARM, POWER, C/C++ 11, and SC”",2016
"E Vlachos, S Fytraki, PB Gibbons, MA Kozuch, B Falsafi",Resolve: Enabling Accurate Parallel Monitoring under Relaxed Memory Models,2014
"T Karthik, MK Sudha",Review on Cache-Coherent Algorithms with Multithreaded Computer Architectures,
S Escobar,"Rewriting Logic and Its Applications: 10th International Workshop, WRLA 2014, Held as a Satellite Event of ETAPS, Grenoble, France, April 5-6, 2014 …",2014
S Escobar,Rewriting Logic and its Applications,
TF Şerbănuţă,Rewriting semantics and analysis of concurrency features for a C-like language,2014
"MF Spear, MM Michael, C Von Praun",RingSTM: scalable transactions with a single atomic instruction,2008
"E Derevenetc, R Meyer",Robustness against Power is PSpace-complete,2014
E Derevenetc,Robustness against relaxed memory models,2015
"A Bouajjani, E Derevenetc, R Meyer",Robustness against relaxed memory models,2014
"SM Beillahi, A Bouajjani, C Enea",Robustness against transactional causal consistency,2019
"YC Hu, W Yu, AL Cox, DS Wallach, ...",Run-time support for distributed sharing in typed languages,2000
"K Chen, S Malik, P Patra",Runtime validation of memory ordering using constraint graph checking,2008
"K Chen, S Malik, P Patra",Runtime validation of transactional memory systems,2008
V Singh,Runtime verification for software transactional memories,2010
"HH Dang, JH Jourdan, JO Kaiser, ...",RustBelt meets relaxed memory,2019
"B Demsky, P Lam",SATCheck: SAT-directed stateless model checking for SC and TSO,2015
"Y Duan, D Koufaty, J Torrellas",SCsafe: Logging sequential consistency violations continuously and precisely,2016
"O Travkin, A Mütze, H Wehrheim",SPIN as a linearizability checker under weak memory models,2013
"X Qian, K Sen, P Hargrove, C Iancu",SReplay: Deterministic sub-group replay for one-sided communication,2016
"P Metzler, H Saissi, P Bokor, N Suri",Safe Execution of Concurrent Programs by Enforcement of Scheduling Constraints,2018
L Liu,Safe and Efficient Concurrency for Modern Programming Languages,2020
"J Bobba, M Lupon, MD Hill, ...",Safe and efficient supervised memory systems,2011
J Ševčík,Safe optimisations for shared-memory concurrent programs,2011
"M Luc, S Inria","Sarkar, and P",2012
"M Vollmer, RG Scott, M Musuvathi, RR Newton",Sc-haskell: Sequential consistency in languages that minimize mutable shared heap,2017
"A Naeem, A Jantsch, Z Lu",Scalability analysis of memory consistency models in NoC-based distributed shared memory SoCs,2013
"G Li, G Gopalakrishnan",Scalable SMT-based verification of GPU kernel functions,2010
"S Novakovic, A Daglis, E Bugnion, B Falsafi, ...",Scale-out NUMA,2014
"S Novakovic, A Daglis, BR Grot, E Bugnion, ...",Scale-out non-uniform memory access,2017
"CS Park, K Sen, C Iancu",Scaling data race detection for partitioned global address space programs,2013
"N Ramanathan, J Wickerson, ...",Scheduling Weakly Consistent C Concurrency for Reconfigurable Hardware,2017
"L Yin, W Dong, W Liu, J Wang",Scheduling constraint based abstraction refinement for weak memory models,2018
B Keegan,School of Computer Science Research Colloquium Fall 2010,
"C Gniady, B Falsafi, TN Vijaykumar","School of Electrical & Computer Engineering Purdue University 1285 EE Building West Lafayette, IN 47907",
S Wasly,Scratchpad Memory Management For Multicore Real-Time Embedded Systems,2018
"JA Vaughan, T Millstein",Secure information flow for concurrent programs under total store order,2012
"AC Lai, B Falsafi","Selective, accurate, and timely self-invalidation using last-touch prediction",2000
"M Abadi, A Birrell, T Harris, M Isard",Semantics of transactional memory and automatic mutual exclusion,2008
"M Abadi, A Birrell, T Harris, M Isard",Semantics of transactional memory and automatic mutual exclusion,2011
"E Tomasco, T Nguyen Lam, B Fischer, S La Torre, ...",Separating computation from communication: a design approach for concurrent program verification,2016
"SV Adve, HJ Boehm",Sequential Consistency,
"Y Zhang, W Zhu, F Chen, Z Hu, ...",Sequential Consistency Revisit: The Sufficient Condition and Method to Reason the Consistency Model of a Multiprocessor-on-a-Chip Architecture.,2005
"A Yeolekar, K Madhukar, D Bhutada, ...",Sequentialization using timestamps,2017
J Cleary,"Shared Memory Concurrency and Fast, Biased Locks",
A Naeem,Shared Memory Consistency Models Evaluation in NoC based Multicore Systems,2012
"SV Adve, K Gharachorloo",Shared Memory Consistency Models: A Tutorial,1995
S Karlsson,Shared Memory and OpenMP on Clusters,2004
Κ Καραντάσης,Shared memory abstraction: new approach under high concurrency conditions,2011
"K Kavi, HS Kim, B Lee, AR Hurson",Shared memory and distributed shared memory systems: A survey,2000
"L Kontothanassis, R Stets, G Hunt, ...",Shared memory computing on clusters with symmetric multiprocessors and system area networks,2005
"SV Adve, K Gharachorloo",Shared memory consistency models,1995
"SV Adve, K Gharachorloo",Shared memory consistency models: A tutorial,1996
"P Chatterjee, H Sivaraj, G Gopalakrishnan",Shared memory consistency protocol verification against weak memory models: Refinement via model-checking,2002
"S Nürnberger, G Drescher, R Rotta, J Nolte, ...",Shared memory in the many-core age,2014
"DJ Scales, K Gharachorloo, CA Thekkath","Shasta: A low overhead, software-only approach for supporting fine-grain shared memory",1996
L Yen,Signatures in transactional memory systems,2009
M Janota,"Simon Cooksey1, Sarah Harris1, Mark Batty1, Radu Grigore1, and",
"C Pulte, S Flur, W Deacon, J French, S Sarkar, ...",Simplifying ARM concurrency: multicopy-atomic axiomatic and operational models for ARMv8,2017
"A Solar-Lezama, CG Jones, R Bodik",Sketching concurrent data structures,2008
"V Iosevich, A Schuster",Software Distributed Shared Memory: a VIA‐based implementation and comparison of sequential consistency with home‐based lazy release consistency,2005
"W Hasselbring, NC Ehmke",Software Engineering 2014: Fachtagung des GI-Fachbereichs Softwaretechnik,2014
S Mannarswamy,Software Transactional Memory,2017
X Fang,Software support for ordering memory operations in parallel systems,2012
"R Guerraoui, TA Henzinger, V Singh",Software transactional memory on relaxed memory models,2009
"J Alglave, D Kroening, V Nimal, ...",Software verification for weak memory via program transformation,2013
"C Baier, C Tinelli",Some advances in tools and algorithms for the construction and analysis of systems,2017
M Lång,Sound and Complete Reachability Analysis under PSO,2013
"J Burnim, K Sen, C Stergiou",Sound and complete monitoring of sequential consistency for relaxed memory models,2011
"J Burnim, K Sen, C Stergiou",Sound and complete monitoring of sequential consistency for relaxed memory models. TACAS'11,
"J Alglave, D Kroening, J Lugton, V Nimal, ...",Soundness of data flow analyses for weak memory models,2011
"PA Abdulla, S Aronis, B Jonsson, ...",Source sets: a foundation for optimal dynamic partial order reduction,2017
J Goodman,Source snooping cache coherence protocols,2009
"C Baier, C Tinelli",Special issue of the 21st International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS 2015),2017
